season,week,contestant_id,fan_percent,judge_percent,week_left,fan_rank,judge_rank,rank_rank,rev_rank_rank,percent_rank,rev_percent_rank,week_rank,season_weeks,voting_method,week_elim,max_week_in_season,rank_rank_is_eliminated,percent_rank_is_eliminated,placement_rank_rank,placement_percent_rank
29,9,AJ McLean_S29,0.12182619210956322,0.12953317941214265,7,7,6,7,1,7,1,6,11,rank_v2,1,11,true,true,,
29,9,Johnny Weir_S29,0.15263975539980998,0.15544105882304174,7,2,1,1,7,1,7,1,11,rank_v2,1,11,false,false,,
29,9,Justina Machado_S29,0.15457219775614117,0.13471454803957736,7,1,5,3,5,4,4,5,11,rank_v2,1,11,false,false,,
29,9,Kaitlyn Bristowe_S29,0.14871928957496824,0.15544105882304174,7,4,1,2,6,2,6,2,11,rank_v2,1,11,false,false,,
29,9,Nelly_S29,0.151004538491132,0.1243528470584334,7,3,7,6,2,6,2,7,11,rank_v2,1,11,false,false,,
29,9,Nev Schulman_S29,0.12804086343830362,0.15025865392188154,7,6,3,5,3,5,3,4,11,rank_v2,1,11,false,false,,
29,9,Skai Jackson_S29,0.1431971632300821,0.15025865392188154,7,5,3,4,4,3,5,3,11,rank_v2,1,11,false,false,,
29,10,Johnny Weir_S29,0.1664234833873087,0.16379310344827586,6,4,4,4,2,4,3,4,11,rank_v2,2,11,false,false,,
29,10,Justina Machado_S29,0.1743898257162188,0.16666666666666666,6,3,3,2,5,2,5,3,11,rank_v2,2,11,false,false,,
29,10,Kaitlyn Bristowe_S29,0.17546269780101048,0.1724137931034483,6,1,1,1,6,1,6,2,11,rank_v2,2,11,false,false,,
29,10,Nelly_S29,0.17474226032476808,0.16091954022988506,6,2,6,4,2,3,4,6,11,rank_v2,2,11,true,false,,
29,10,Nev Schulman_S29,0.1441745834588931,0.1724137931034483,6,6,1,3,4,6,1,1,11,rank_v2,2,11,false,true,,
29,10,Skai Jackson_S29,0.16480714931180068,0.16379310344827586,6,5,4,6,1,5,2,5,11,rank_v2,2,11,true,true,,
29,11,Justina Machado_S29,0.18667853659315992,0.25316455696202533,4,4,2,3,1,4,1,3,11,rank_v2,4,11,true,true,3,4
29,11,Kaitlyn Bristowe_S29,0.2955542106495336,0.25316455696202533,4,1,2,1,4,1,4,2,11,rank_v2,4,11,true,true,1,1
29,11,Nelly_S29,0.29011157859008996,0.24050632911392406,4,2,4,3,1,2,3,4,11,rank_v2,4,11,true,true,3,2
29,11,Nev Schulman_S29,0.22765567416721727,0.25316455696202533,4,3,2,2,3,3,2,1,11,rank_v2,4,11,true,true,2,3
30,1,Amanda Kloots_S30,0.06635706430580798,0.07650273224043716,15,8,2,4,11,3,13,3,10,rank_v2,0,10,false,false,,
30,1,Brian Austin Green_S30,0.066322961042362,0.06557377049180328,15,9,10,11,5,11,5,11,10,rank_v2,0,10,false,false,,
30,1,Christine Chiu_S30,0.06640148541646457,0.06830601092896176,15,7,7,7,9,9,7,7,10,rank_v2,0,10,false,false,,
30,1,Cody Rigsby_S30,0.05195182012476293,0.06557377049180328,15,15,10,13,3,14,2,12,10,rank_v2,0,10,false,false,,
30,1,Iman Shumpert_S30,0.0646765709834042,0.05737704918032787,15,13,14,14,2,13,3,14,10,rank_v2,0,10,false,false,,
30,1,Jimmie Allen_S30,0.0660216493288291,0.060109289617486336,15,10,13,12,4,12,4,13,10,rank_v2,0,10,false,false,,
30,1,JoJo Siwa_S30,0.07418800314153946,0.07923497267759563,15,2,1,1,15,1,15,1,10,rank_v2,0,10,false,false,,
30,1,Kenya Moore_S30,0.06822965312573001,0.07103825136612021,15,5,5,4,11,7,9,6,10,rank_v2,0,10,false,false,,
30,1,Martin Kove_S30,0.062455315985099694,0.03551912568306011,15,14,15,15,1,15,1,15,10,rank_v2,0,10,false,false,,
30,1,Matt James_S30,0.06782381037525723,0.06557377049180328,15,6,10,10,6,10,6,10,10,rank_v2,0,10,false,false,,
30,1,Melanie C_S30,0.06596068809419615,0.07377049180327869,15,11,4,9,7,6,10,4,10,rank_v2,0,10,false,false,,
30,1,Melora Hardin_S30,0.06964753892093543,0.07103825136612021,15,3,5,2,13,5,11,5,10,rank_v2,0,10,false,false,,
30,1,"Mike ""The Miz"" Mizanin_S30",0.0696152239317556,0.06557377049180328,15,4,10,7,9,8,8,9,10,rank_v2,0,10,false,false,,
30,1,Olivia Jade_S30,0.07488300256653237,0.06830601092896176,15,1,7,2,13,2,14,8,10,rank_v2,0,10,false,false,,
30,1,Suni Lee_S30,0.06546521265732347,0.07650273224043716,15,12,2,7,9,4,12,2,10,rank_v2,0,10,false,false,,
30,2,Amanda Kloots_S30,0.06768924807552958,0.08311688311688312,15,8,1,3,13,2,14,1,10,rank_v2,1,10,false,false,,
30,2,Brian Austin Green_S30,0.07053662036065107,0.05974025974025974,15,4,13,9,6,12,4,13,10,rank_v2,1,10,false,false,,
30,2,Christine Chiu_S30,0.06969999228544618,0.06233766233766234,15,5,11,7,8,9,7,12,10,rank_v2,1,10,false,false,,
30,2,Cody Rigsby_S30,0.05112696597519165,0.06233766233766234,15,15,11,14,2,14,2,11,10,rank_v2,1,10,false,false,,
30,2,Iman Shumpert_S30,0.06677860107649873,0.06493506493506493,15,10,9,12,3,10,6,9,10,rank_v2,1,10,false,false,,
30,2,Jimmie Allen_S30,0.062128139825082584,0.07012987012987013,15,13,6,12,3,8,8,5,10,rank_v2,1,10,false,false,,
30,2,JoJo Siwa_S30,0.07391198454718734,0.08051948051948052,15,2,2,1,15,1,15,2,10,rank_v2,1,10,false,false,,
30,2,Kenya Moore_S30,0.06855536660979793,0.06233766233766234,15,7,11,11,5,11,5,10,10,rank_v2,1,10,false,false,,
30,2,Martin Kove_S30,0.052398863010011454,0.03896103896103896,15,14,15,15,1,15,1,15,10,rank_v2,1,10,true,true,,
30,2,Matt James_S30,0.07121584119172215,0.05714285714285714,15,3,14,9,6,13,3,14,10,rank_v2,1,10,false,false,,
30,2,Melanie C_S30,0.06670217014780715,0.07792207792207792,15,11,3,4,11,4,12,3,10,rank_v2,1,10,false,false,,
30,2,Melora Hardin_S30,0.06768330975096783,0.07012987012987013,15,9,6,6,10,6,10,6,10,rank_v2,1,10,false,false,,
30,2,"Mike ""The Miz"" Mizanin_S30",0.06902783437643101,0.06753246753246753,15,6,8,4,11,7,9,8,10,rank_v2,1,10,false,false,,
30,2,Olivia Jade_S30,0.07610266321801937,0.07012987012987013,15,1,6,2,14,3,13,7,10,rank_v2,1,10,false,false,,
30,2,Suni Lee_S30,0.06644239954965542,0.07272727272727272,15,12,4,7,8,5,11,4,10,rank_v2,1,10,false,false,,
30,3,Amanda Kloots_S30,0.07095806827141406,0.08053691275167785,14,8,2,3,12,3,12,2,10,rank_v2,1,10,false,false,,
30,3,Brian Austin Green_S30,0.08051577985100791,0.06375838926174497,14,2,12,7,8,7,8,12,10,rank_v2,1,10,false,false,,
30,3,Christine Chiu_S30,0.04491438203242361,0.07046979865771812,14,14,8,13,2,14,1,9,10,rank_v2,1,10,false,true,,
30,3,Cody Rigsby_S30,0.06943467933312755,0.06040268456375839,14,11,14,14,1,13,2,14,10,rank_v2,1,10,true,false,,
30,3,Iman Shumpert_S30,0.08139859855740499,0.06375838926174497,14,1,12,4,10,5,10,13,10,rank_v2,1,10,false,false,,
30,3,Jimmie Allen_S30,0.07696674260260046,0.06711409395973154,14,3,10,4,10,8,7,11,10,rank_v2,1,10,false,false,,
30,3,JoJo Siwa_S30,0.07208455175772979,0.08053691275167785,14,7,2,2,13,2,13,3,10,rank_v2,1,10,false,false,,
30,3,Kenya Moore_S30,0.07316392113216784,0.07046979865771812,14,6,8,7,8,9,6,7,10,rank_v2,1,10,false,false,,
30,3,Matt James_S30,0.07604948102685923,0.06711409395973154,14,4,10,7,8,10,5,10,10,rank_v2,1,10,false,false,,
30,3,Melanie C_S30,0.07052929948080572,0.0738255033557047,14,10,5,9,6,6,9,6,10,rank_v2,1,10,false,false,,
30,3,Melora Hardin_S30,0.068973158232914,0.07718120805369127,14,12,4,10,5,4,11,4,10,rank_v2,1,10,false,false,,
30,3,"Mike ""The Miz"" Mizanin_S30",0.06864911622937644,0.0738255033557047,14,13,5,12,3,11,4,5,10,rank_v2,1,10,false,false,,
30,3,Olivia Jade_S30,0.07557709700360779,0.08053691275167785,14,5,2,1,14,1,14,1,10,rank_v2,1,10,false,false,,
30,3,Suni Lee_S30,0.07078512448856028,0.07046979865771812,14,9,8,11,4,12,3,8,10,rank_v2,1,10,false,false,,
30,4,Amanda Kloots_S30,0.08091547263778542,0.0815347721822542,13,3,4,3,11,4,10,4,10,rank_v2,2,10,false,false,,
30,4,Brian Austin Green_S30,0.07254075508630115,0.06235011990407674,13,12,13,13,1,12,2,13,10,rank_v2,2,10,true,true,,
30,4,Cody Rigsby_S30,0.06227482435585139,0.06954436450839328,13,13,11,12,2,13,1,11,10,rank_v2,2,10,true,true,,
30,4,Iman Shumpert_S30,0.07955177662026665,0.07553956834532374,13,4,9,5,8,8,6,9,10,rank_v2,2,10,false,false,,
30,4,Jimmie Allen_S30,0.07620344704861709,0.07793764988009592,13,8,7,9,5,9,5,7,10,rank_v2,2,10,false,false,,
30,4,JoJo Siwa_S30,0.08495157080748197,0.08393285371702638,13,2,2,2,12,2,12,3,10,rank_v2,2,10,false,false,,
30,4,Kenya Moore_S30,0.07801470693930398,0.07074340527577938,13,5,10,9,5,10,4,10,10,rank_v2,2,10,false,false,,
30,4,Matt James_S30,0.07392840289138537,0.0683453237410072,13,11,12,11,3,11,3,12,10,rank_v2,2,10,false,false,,
30,4,Melanie C_S30,0.07605271873330753,0.07913669064748201,13,9,6,9,5,7,7,6,10,rank_v2,2,10,false,false,,
30,4,Melora Hardin_S30,0.07675237690019078,0.08752997601918465,13,7,1,4,10,3,11,1,10,rank_v2,2,10,false,false,,
30,4,"Mike ""The Miz"" Mizanin_S30",0.07793967318032007,0.07793764988009592,13,6,7,5,8,6,8,8,10,rank_v2,2,10,false,false,,
30,4,Olivia Jade_S30,0.08511567786997276,0.08393285371702638,13,1,2,1,13,1,13,2,10,rank_v2,2,10,false,false,,
30,4,Suni Lee_S30,0.07575859692921579,0.0815347721822542,13,10,4,7,7,5,9,5,10,rank_v2,2,10,false,false,,
30,5,Amanda Kloots_S30,0.08955297351725121,0.1012987012987013,11,8,2,3,9,3,9,2,10,rank_v2,1,10,false,false,,
30,5,Cody Rigsby_S30,0.07916448130648439,0.08311688311688312,11,10,9,11,1,10,2,10,10,rank_v2,1,10,true,false,,
30,5,Iman Shumpert_S30,0.10731255221519198,0.07272727272727272,11,1,11,6,6,8,4,11,10,rank_v2,1,10,false,false,,
30,5,Jimmie Allen_S30,0.09802269627500876,0.08831168831168831,11,5,8,8,4,5,7,8,10,rank_v2,1,10,false,false,,
30,5,JoJo Siwa_S30,0.10063946727029331,0.1038961038961039,11,2,1,1,11,1,11,1,10,rank_v2,1,10,false,false,,
30,5,Kenya Moore_S30,0.09126028386777134,0.09350649350649351,11,7,5,6,6,6,6,6,10,rank_v2,1,10,false,false,,
30,5,Melanie C_S30,0.05813994260892017,0.09350649350649351,11,11,5,10,2,11,1,5,10,rank_v2,1,10,false,true,,
30,5,Melora Hardin_S30,0.09831614728376235,0.09350649350649351,11,4,5,2,10,2,10,7,10,rank_v2,1,10,false,false,,
30,5,"Mike ""The Miz"" Mizanin_S30",0.09908816111655791,0.08311688311688312,11,3,9,6,6,7,5,9,10,rank_v2,1,10,false,false,,
30,5,Olivia Jade_S30,0.0954648204919185,0.09350649350649351,11,6,5,4,8,4,8,3,10,rank_v2,1,10,false,false,,
30,5,Suni Lee_S30,0.08303847404684073,0.09350649350649351,11,9,5,9,3,9,3,4,10,rank_v2,1,10,false,false,,
30,6,Amanda Kloots_S30,0.1002303512365991,0.1043956043956044,10,8,3,5,5,5,6,4,10,rank_v2,1,10,false,false,,
30,6,Cody Rigsby_S30,0.0814368828090564,0.0989010989010989,10,9,6,9,2,9,2,7,10,rank_v2,1,10,false,false,,
30,6,Iman Shumpert_S30,0.10377700797111322,0.10989010989010989,10,5,1,2,9,2,9,2,10,rank_v2,1,10,false,false,,
30,6,Jimmie Allen_S30,0.1006785987347358,0.1043956043956044,10,7,3,4,7,4,7,3,10,rank_v2,1,10,false,false,,
30,6,JoJo Siwa_S30,0.10818067742693331,0.10989010989010989,10,2,1,1,10,1,10,1,10,rank_v2,1,10,false,false,,
30,6,Kenya Moore_S30,0.08125806826480238,0.08791208791208792,10,10,10,10,1,10,1,10,10,rank_v2,1,10,true,true,,
30,6,Melora Hardin_S30,0.10390093444643826,0.09340659340659341,10,4,8,7,3,8,3,8,10,rank_v2,1,10,false,false,,
30,6,"Mike ""The Miz"" Mizanin_S30",0.10536535331921297,0.09340659340659341,10,3,8,5,5,7,4,9,10,rank_v2,1,10,false,false,,
30,6,Olivia Jade_S30,0.11244830589858275,0.0989010989010989,10,1,6,3,8,3,8,6,10,rank_v2,1,10,false,false,,
30,6,Suni Lee_S30,0.1027238198925258,0.0989010989010989,10,6,6,7,3,6,5,5,10,rank_v2,1,10,false,false,,
30,7,Amanda Kloots_S30,0.11423955923799824,0.10397553516819572,9,5,7,7,3,7,3,8,10,rank_v2,1,10,false,false,,
30,7,Cody Rigsby_S30,0.08895758605543856,0.11009174311926606,9,9,5,8,2,8,2,5,10,rank_v2,1,10,false,false,,
30,7,Iman Shumpert_S30,0.11671809000324301,0.10397553516819572,9,3,7,4,5,5,5,6,10,rank_v2,1,10,false,false,,
30,7,Jimmie Allen_S30,0.11258387764257016,0.1162079510703364,9,7,3,4,5,4,6,4,10,rank_v2,1,10,false,false,,
30,7,JoJo Siwa_S30,0.12417014439321773,0.11926605504587157,9,1,2,1,8,2,8,2,10,rank_v2,1,10,false,false,,
30,7,Melora Hardin_S30,0.11402398235465015,0.1162079510703364,9,6,3,3,7,3,7,3,10,rank_v2,1,10,false,false,,
30,7,"Mike ""The Miz"" Mizanin_S30",0.09341081092909846,0.09785932721712538,9,8,9,9,1,9,1,9,10,rank_v2,1,10,true,true,,
30,7,Olivia Jade_S30,0.119788262338198,0.12844036697247707,9,2,1,1,8,1,9,1,10,rank_v2,1,10,false,false,,
30,7,Suni Lee_S30,0.11610768704558636,0.10397553516819572,9,4,7,6,4,6,4,7,10,rank_v2,1,10,false,false,,
30,8,Amanda Kloots_S30,0.1275968023636834,0.13636363636363635,8,4,2,2,7,2,7,1,10,rank_v2,2,10,false,false,,
30,8,Cody Rigsby_S30,0.09638740540935596,0.12337662337662338,8,8,5,7,2,7,2,5,10,rank_v2,2,10,true,true,,
30,8,Iman Shumpert_S30,0.13428599104716013,0.11363636363636363,8,3,7,6,3,6,3,7,10,rank_v2,2,10,false,false,,
30,8,Jimmie Allen_S30,0.11307729206355886,0.1038961038961039,8,7,8,8,1,8,1,8,10,rank_v2,2,10,true,true,,
30,8,JoJo Siwa_S30,0.1398167555437442,0.1331168831168831,8,1,4,1,8,1,8,4,10,rank_v2,2,10,false,false,,
30,8,Melora Hardin_S30,0.1273870838225538,0.13636363636363635,8,5,2,3,6,3,6,3,10,rank_v2,2,10,false,false,,
30,8,Olivia Jade_S30,0.13559780118567816,0.11688311688311688,8,2,6,4,4,5,4,6,10,rank_v2,2,10,false,false,,
30,8,Suni Lee_S30,0.12585086856426406,0.13636363636363635,8,6,2,4,4,4,5,2,10,rank_v2,2,10,false,false,,
30,9,Amanda Kloots_S30,0.17187530443992272,0.1747787610619469,6,3,2,2,4,3,4,2,10,rank_v2,2,10,false,false,,
30,9,Cody Rigsby_S30,0.13779719678486121,0.1570796460176991,6,6,6,6,1,6,1,6,10,rank_v2,2,10,true,true,,
30,9,Iman Shumpert_S30,0.18443102417023222,0.16592920353982302,6,2,3,2,4,2,5,4,10,rank_v2,2,10,false,false,,
30,9,JoJo Siwa_S30,0.18615866063690664,0.17699115044247787,6,1,1,1,6,1,6,1,10,rank_v2,2,10,false,false,,
30,9,Melora Hardin_S30,0.15526551403601171,0.1592920353982301,6,5,5,5,2,5,2,5,10,rank_v2,2,10,true,true,,
30,9,Suni Lee_S30,0.16447229993206533,0.16592920353982302,6,4,3,4,3,4,3,3,10,rank_v2,2,10,false,false,,
30,10,Amanda Kloots_S30,0.2083956869047147,0.2484076433121019,4,4,3,4,1,4,1,3,10,rank_v2,4,10,true,true,4,4
30,10,Cody Rigsby_S30,0.26343959784260584,0.24203821656050956,4,2,4,3,2,2,3,4,10,rank_v2,4,10,true,true,3,2
30,10,Iman Shumpert_S30,0.3167792636600822,0.25477707006369427,4,1,1,1,4,1,4,2,10,rank_v2,4,10,true,true,1,1
30,10,JoJo Siwa_S30,0.21138545159259672,0.25477707006369427,4,3,1,2,3,3,2,1,10,rank_v2,4,10,true,true,2,3
31,1,Charli D'Amelio_S31,0.07306189016399035,0.08376963350785341,16,1,1,1,16,1,16,1,10,rank_v2,1,10,false,false,,
31,1,Cheryl Ladd_S31,0.06294504771251716,0.0549738219895288,16,13,10,14,3,13,4,10,10,rank_v2,1,10,false,false,,
31,1,Daniel Durant_S31,0.0658894321633381,0.07068062827225131,16,11,6,9,7,6,11,6,10,rank_v2,1,10,false,false,,
31,1,Gabby Windey_S31,0.06800242106508515,0.07329842931937172,16,4,4,2,15,2,15,5,10,rank_v2,1,10,false,false,,
31,1,Heidi D'Amelio_S31,0.07174308185862081,0.06282722513089005,16,2,8,3,14,8,9,8,10,rank_v2,1,10,false,false,,
31,1,Jason Lewis_S31,0.0003297497073473387,0.04712041884816754,16,16,15,16,1,16,1,15,10,rank_v2,1,10,true,true,,
31,1,Jessie James Decker_S31,0.06663634504889396,0.05235602094240838,16,9,13,12,4,12,5,12,10,rank_v2,1,10,false,false,,
31,1,Jordin Sparks_S31,0.06720144195482644,0.06806282722513089,16,6,7,5,12,7,10,7,10,rank_v2,1,10,false,false,,
31,1,Joseph Baena_S31,0.0666842262365479,0.060209424083769635,16,8,9,9,7,9,8,9,10,rank_v2,1,10,false,false,,
31,1,Sam Champion_S31,0.05985499604820901,0.05235602094240838,16,15,13,15,2,14,3,14,10,rank_v2,1,10,false,false,,
31,1,Selma Blair_S31,0.06704388398430881,0.07329842931937172,16,7,4,4,13,3,14,3,10,rank_v2,1,10,false,false,,
31,1,Shangela_S31,0.0664265644036738,0.07329842931937172,16,10,4,6,11,4,13,4,10,rank_v2,1,10,false,false,,
31,1,Teresa Giudice_S31,0.0688945502311693,0.05235602094240838,16,3,13,7,9,10,7,13,10,rank_v2,1,10,false,false,,
31,1,Trevor Donovan_S31,0.06547171784487285,0.0549738219895288,16,12,10,12,4,11,6,11,10,rank_v2,1,10,false,false,,
31,1,Vinny Guadagnino_S31,0.06747260057292677,0.04450261780104712,16,5,16,11,6,15,2,16,10,rank_v2,1,10,false,false,,
31,1,Wayne Brady_S31,0.062342051003672225,0.07591623036649214,16,14,2,7,9,5,12,2,10,rank_v2,1,10,false,false,,
31,2,Charli D'Amelio_S31,0.07355675257776254,0.07766990291262135,15,2,2,1,15,1,15,3,10,rank_v2,1,10,false,false,,
31,2,Cheryl Ladd_S31,0.06823861732906036,0.050970873786407765,15,7,15,13,3,14,2,15,10,rank_v2,1,10,false,false,,
31,2,Daniel Durant_S31,0.06520628069602766,0.0703883495145631,15,13,5,10,6,8,8,5,10,rank_v2,1,10,false,false,,
31,2,Gabby Windey_S31,0.06883212533686381,0.07766990291262135,15,6,2,3,13,2,14,1,10,rank_v2,1,10,false,false,,
31,2,Heidi D'Amelio_S31,0.07781617655986958,0.06796116504854369,15,1,7,3,13,3,13,6,10,rank_v2,1,10,false,false,,
31,2,Jessie James Decker_S31,0.06885243161832466,0.06067961165048544,15,5,12,9,7,12,4,12,10,rank_v2,1,10,false,false,,
31,2,Jordin Sparks_S31,0.06760090102103475,0.06553398058252427,15,11,9,12,4,10,6,10,10,rank_v2,1,10,false,false,,
31,2,Joseph Baena_S31,0.07210891263078112,0.05825242718446602,15,3,13,7,9,11,5,13,10,rank_v2,1,10,false,false,,
31,2,Sam Champion_S31,0.06564892708596343,0.06310679611650485,15,12,11,14,2,13,3,11,10,rank_v2,1,10,false,false,,
31,2,Selma Blair_S31,0.06779952183057189,0.06796116504854369,15,9,7,7,9,7,9,8,10,rank_v2,1,10,false,false,,
31,2,Shangela_S31,0.06790920431774097,0.06796116504854369,15,8,7,5,11,6,10,7,10,rank_v2,1,10,false,false,,
31,2,Teresa Giudice_S31,0.035870885508062535,0.055825242718446605,15,15,14,15,1,15,1,14,10,rank_v2,1,10,true,true,,
31,2,Trevor Donovan_S31,0.0704404711308163,0.07281553398058252,15,4,4,3,13,4,12,4,10,rank_v2,1,10,false,false,,
31,2,Vinny Guadagnino_S31,0.06761704344923745,0.06553398058252427,15,10,9,11,5,9,7,9,10,rank_v2,1,10,false,false,,
31,2,Wayne Brady_S31,0.06250174890788296,0.07766990291262135,15,14,2,7,9,5,11,2,10,rank_v2,1,10,false,false,,
31,3,Charli D'Amelio_S31,0.07757677322607952,0.08188585607940446,14,2,2,1,14,2,13,3,10,rank_v2,1,10,false,false,,
31,3,Cheryl Ladd_S31,0.05499885944018728,0.05955334987593052,14,14,13,14,1,14,1,13,10,rank_v2,1,10,true,true,,
31,3,Daniel Durant_S31,0.0719158871608679,0.07692307692307693,14,7,5,4,10,4,11,5,10,rank_v2,1,10,false,false,,
31,3,Gabby Windey_S31,0.07298572744400803,0.08188585607940446,14,5,2,3,12,3,12,1,10,rank_v2,1,10,false,false,,
31,3,Heidi D'Amelio_S31,0.08009865990866796,0.0794044665012407,14,1,4,2,13,1,14,4,10,rank_v2,1,10,false,false,,
31,3,Jessie James Decker_S31,0.06978068152849191,0.06451612903225806,14,12,11,13,2,11,4,11,10,rank_v2,1,10,false,false,,
31,3,Jordin Sparks_S31,0.0707375895215727,0.07196029776674938,14,10,7,9,5,8,7,8,10,rank_v2,1,10,false,false,,
31,3,Joseph Baena_S31,0.07162960617108886,0.07196029776674938,14,8,7,7,7,7,8,7,10,rank_v2,1,10,false,false,,
31,3,Sam Champion_S31,0.0710056980547259,0.062034739454094295,14,9,12,12,3,12,3,12,10,rank_v2,1,10,false,false,,
31,3,Selma Blair_S31,0.07071985404713979,0.06947890818858561,14,11,9,11,4,10,5,9,10,rank_v2,1,10,false,false,,
31,3,Shangela_S31,0.07234436853084884,0.07444168734491315,14,6,6,4,10,6,9,6,10,rank_v2,1,10,false,false,,
31,3,Trevor Donovan_S31,0.07461859738832145,0.06699751861042183,14,4,10,6,9,9,6,10,10,rank_v2,1,10,false,false,,
31,3,Vinny Guadagnino_S31,0.07536840163941741,0.05707196029776675,14,3,14,9,5,13,2,14,10,rank_v2,1,10,false,false,,
31,3,Wayne Brady_S31,0.06621929593858279,0.08188585607940446,14,13,2,7,7,5,10,2,10,rank_v2,1,10,false,false,,
31,4,Charli D'Amelio_S31,0.08285480307438216,0.08780487804878048,13,2,2,1,13,1,13,3,10,rank_v2,1,10,false,false,,
31,4,Daniel Durant_S31,0.07863100648222725,0.07073170731707316,13,6,9,9,4,11,3,10,10,rank_v2,1,10,false,false,,
31,4,Gabby Windey_S31,0.07807503886274625,0.08780487804878048,13,9,2,3,11,3,11,1,10,rank_v2,1,10,false,false,,
31,4,Heidi D'Amelio_S31,0.08686211114897043,0.08292682926829269,13,1,4,2,12,2,12,5,10,rank_v2,1,10,false,false,,
31,4,Jessie James Decker_S31,0.07722052861607183,0.07560975609756097,13,10,8,12,2,8,6,8,10,rank_v2,1,10,false,false,,
31,4,Jordin Sparks_S31,0.07542274574036657,0.08292682926829269,13,11,4,9,4,5,9,4,10,rank_v2,1,10,false,false,,
31,4,Joseph Baena_S31,0.0821231882768412,0.06829268292682927,13,3,11,7,7,10,4,12,10,rank_v2,1,10,false,false,,
31,4,Sam Champion_S31,0.05215428503573303,0.06097560975609756,13,13,13,13,1,13,1,13,10,rank_v2,1,10,true,true,,
31,4,Selma Blair_S31,0.07830184310049025,0.07804878048780488,13,7,6,4,9,6,8,6,10,rank_v2,1,10,false,false,,
31,4,Shangela_S31,0.07825909166946941,0.07804878048780488,13,8,6,7,7,7,7,7,10,rank_v2,1,10,false,false,,
31,4,Trevor Donovan_S31,0.078935890912459,0.06829268292682927,13,5,11,11,3,12,2,11,10,rank_v2,1,10,false,false,,
31,4,Vinny Guadagnino_S31,0.08010436777887191,0.07073170731707316,13,4,9,4,9,9,5,9,10,rank_v2,1,10,false,false,,
31,4,Wayne Brady_S31,0.07105509930137097,0.08780487804878048,13,12,2,7,7,4,10,2,10,rank_v2,1,10,false,false,,
31,5,Charli D'Amelio_S31,0.0928257754635885,0.09364548494983277,12,2,1,1,12,1,12,1,10,rank_v2,2,10,false,false,,
31,5,Daniel Durant_S31,0.08657555816678628,0.07469342251950947,12,5,11,10,3,10,3,11,10,rank_v2,2,10,false,false,,
31,5,Gabby Windey_S31,0.08543652415206908,0.09141583054626533,12,7,2,3,10,3,10,2,10,rank_v2,2,10,false,false,,
31,5,Heidi D'Amelio_S31,0.0938671452554378,0.08695652173913043,12,1,5,2,11,2,11,5,10,rank_v2,2,10,false,false,,
31,5,Jessie James Decker_S31,0.0862153131957122,0.0802675585284281,12,6,7,5,7,8,5,8,10,rank_v2,2,10,false,false,,
31,5,Jordin Sparks_S31,0.08848603069294803,0.07915273132664437,12,3,9,4,9,7,6,9,10,rank_v2,2,10,false,false,,
31,5,Joseph Baena_S31,0.0482684559845253,0.07803790412486064,12,12,10,12,1,12,1,10,10,rank_v2,2,10,true,true,,
31,5,Selma Blair_S31,0.08346185219310796,0.08918617614269789,12,10,4,7,5,4,9,4,10,rank_v2,2,10,false,false,,
31,5,Shangela_S31,0.08412208795746984,0.0858416945373467,12,8,6,7,5,6,7,6,10,rank_v2,2,10,false,false,,
31,5,Trevor Donovan_S31,0.08386247510905534,0.0802675585284281,12,9,7,10,3,9,4,7,10,rank_v2,2,10,false,false,,
31,5,Vinny Guadagnino_S31,0.08799508169287167,0.06911928651059086,12,4,12,10,3,11,2,12,10,rank_v2,2,10,true,true,,
31,5,Wayne Brady_S31,0.07888370013642867,0.09141583054626533,12,11,2,5,7,5,8,3,10,rank_v2,2,10,false,false,,
31,6,Charli D'Amelio_S31,0.10929758640521262,0.11594202898550725,10,2,1,1,10,1,10,1,10,rank_v2,1,10,false,false,,
31,6,Daniel Durant_S31,0.1023601042844298,0.09855072463768116,10,4,6,4,6,5,6,7,10,rank_v2,1,10,false,false,,
31,6,Gabby Windey_S31,0.1010722416630885,0.1072463768115942,10,6,2,3,8,3,8,2,10,rank_v2,1,10,false,false,,
31,6,Heidi D'Amelio_S31,0.11080486478599569,0.10434782608695652,10,1,3,2,9,2,9,4,10,rank_v2,1,10,false,false,,
31,6,Jessie James Decker_S31,0.08091646219630598,0.0927536231884058,10,10,9,10,1,10,1,9,10,rank_v2,1,10,true,true,,
31,6,Jordin Sparks_S31,0.10158894231438066,0.09855072463768116,10,5,6,6,5,6,5,8,10,rank_v2,1,10,false,false,,
31,6,Shangela_S31,0.09916116193462673,0.10434782608695652,10,7,3,4,6,4,7,3,10,rank_v2,1,10,false,false,,
31,6,Trevor Donovan_S31,0.09660607412162237,0.09855072463768116,10,8,6,8,3,7,4,5,10,rank_v2,1,10,false,false,,
31,6,Vinny Guadagnino_S31,0.10671387036445538,0.08115942028985507,10,3,10,7,4,9,2,10,10,rank_v2,1,10,false,false,,
31,6,Wayne Brady_S31,0.09147869192988259,0.09855072463768116,10,9,6,9,2,8,3,6,10,rank_v2,1,10,false,false,,
31,7,Charli D'Amelio_S31,0.11827909147382284,0.11981566820276497,9,2,1,1,9,1,9,1,10,rank_v2,1,10,false,false,,
31,7,Daniel Durant_S31,0.11390006203147034,0.11213517665130568,9,6,4,5,4,5,5,5,10,rank_v2,1,10,false,false,,
