contestant_id,celebrity_name,season,week,total_score,avg_score,judge_count,min_score,max_score,week_rank,prev_week_score,cum_avg_score,diff_prev_week,diff_cum_avg
Tinashe_S27,Tinashe,27,2,26.0,8.666666666666666,3,8.0,9.0,1,23.0,24.5,3.0,1.5
Danelle Umstead_S27,Danelle Umstead,27,2,18.5,6.166666666666667,3,6.0,6.5,11,18.0,18.25,0.5,0.25
DeMarcus Ware_S27,DeMarcus Ware,27,2,23.5,7.833333333333333,3,7.5,8.0,6,23.0,23.25,0.5,0.25
Bobby Bones_S27,Bobby Bones,27,2,19.5,6.5,3,6.0,7.0,10,20.0,19.75,-0.5,-0.25
Evanna Lynch_S27,Evanna Lynch,27,2,24.0,8.0,3,8.0,8.0,5,18.0,21.0,6.0,3.0
Joe Amabile_S27,Joe Amabile,27,2,17.5,5.833333333333333,3,5.5,6.0,12,14.0,15.75,3.5,1.75
John Schneider_S27,John Schneider,27,2,21.5,7.166666666666667,3,6.5,7.5,8,18.0,19.75,3.5,1.75
Alexis Ren_S27,Alexis Ren,27,2,24.5,8.166666666666666,3,8.0,8.5,4,22.0,23.25,2.5,1.25
Juan Pablo Di Pace_S27,Juan Pablo Di Pace,27,2,26.0,8.666666666666666,3,8.0,9.0,2,22.0,24.0,4.0,2.0
Nancy McKeon_S27,Nancy McKeon,27,2,20.5,6.833333333333333,3,6.5,7.0,9,19.5,20.0,1.0,0.5
John Schneider_S27,John Schneider,27,3,21.0,7.0,3,7.0,7.0,10,21.5,20.166666666666668,-0.5,0.8333333333333321
Nancy McKeon_S27,Nancy McKeon,27,3,22.0,7.333333333333333,3,7.0,8.0,9,20.5,20.666666666666668,1.5,1.3333333333333321
Joe Amabile_S27,Joe Amabile,27,3,18.0,6.0,3,6.0,6.0,11,17.5,16.5,0.5,1.5
Mary Lou Retton_S27,Mary Lou Retton,27,3,24.0,8.0,3,8.0,8.0,7,23.0,22.333333333333332,1.0,1.6666666666666679
Tinashe_S27,Tinashe,27,3,27.0,9.0,3,9.0,9.0,4,26.0,25.333333333333332,1.0,1.6666666666666679
DeMarcus Ware_S27,DeMarcus Ware,27,3,26.0,8.666666666666666,3,8.0,9.0,5,23.5,24.166666666666668,2.5,1.8333333333333321
Evanna Lynch_S27,Evanna Lynch,27,3,27.0,9.0,3,9.0,9.0,2,24.0,23.0,3.0,4.0
Milo Manheim_S27,Milo Manheim,27,3,27.0,9.0,3,9.0,9.0,3,26.0,24.333333333333332,1.0,2.666666666666668
Alexis Ren_S27,Alexis Ren,27,3,26.0,8.666666666666666,3,8.0,9.0,6,24.5,24.166666666666668,1.5,1.8333333333333321
Juan Pablo Di Pace_S27,Juan Pablo Di Pace,27,3,30.0,10.0,3,10.0,10.0,1,26.0,26.0,4.0,4.0
Bobby Bones_S27,Bobby Bones,27,3,23.0,7.666666666666667,3,7.0,8.0,8,19.5,20.833333333333332,3.5,2.166666666666668
Mary Lou Retton_S27,Mary Lou Retton,27,4,26.0,8.666666666666666,3,8.0,9.0,3,24.0,23.25,2.0,2.75
Bobby Bones_S27,Bobby Bones,27,4,20.0,6.666666666666667,3,6.0,7.0,9,23.0,20.625,-3.0,-0.625
Alexis Ren_S27,Alexis Ren,27,4,25.0,8.333333333333334,3,8.0,9.0,4,26.0,24.375,-1.0,0.625
Joe Amabile_S27,Joe Amabile,27,4,15.0,5.0,3,5.0,5.0,10,18.0,16.125,-3.0,-1.125
DeMarcus Ware_S27,DeMarcus Ware,27,4,22.0,7.333333333333333,3,7.0,8.0,7,26.0,23.625,-4.0,-1.625
Tinashe_S27,Tinashe,27,4,26.0,8.666666666666666,3,8.0,9.0,2,27.0,25.5,-1.0,0.5
Evanna Lynch_S27,Evanna Lynch,27,4,24.0,8.0,3,8.0,8.0,5,27.0,23.25,-3.0,0.75
John Schneider_S27,John Schneider,27,4,21.0,7.0,3,7.0,7.0,8,21.0,20.375,0.0,0.625
Milo Manheim_S27,Milo Manheim,27,4,29.0,9.666666666666666,3,9.0,10.0,1,27.0,25.5,2.0,3.5
Juan Pablo Di Pace_S27,Juan Pablo Di Pace,27,4,24.0,8.0,3,8.0,8.0,6,30.0,25.5,-6.0,-1.5
Joe Amabile_S27,Joe Amabile,27,5,17.0,5.666666666666667,3,5.0,6.0,9,15.0,16.3,2.0,0.6999999999999993
Alexis Ren_S27,Alexis Ren,27,5,29.0,9.666666666666666,3,9.0,10.0,1,25.0,25.3,4.0,3.6999999999999993
Bobby Bones_S27,Bobby Bones,27,5,21.0,7.0,3,7.0,7.0,8,20.0,20.7,1.0,0.3000000000000007
Juan Pablo Di Pace_S27,Juan Pablo Di Pace,27,5,29.0,9.666666666666666,3,9.0,10.0,2,24.0,26.2,5.0,2.8000000000000007
Evanna Lynch_S27,Evanna Lynch,27,5,24.0,8.0,3,8.0,8.0,6,24.0,23.4,0.0,0.6000000000000014
Mary Lou Retton_S27,Mary Lou Retton,27,5,25.0,8.333333333333334,3,8.0,9.0,5,26.0,23.6,-1.0,1.3999999999999986
DeMarcus Ware_S27,DeMarcus Ware,27,5,26.0,8.666666666666666,3,8.0,9.0,4,22.0,24.1,4.0,1.8999999999999986
John Schneider_S27,John Schneider,27,5,24.0,8.0,3,8.0,8.0,7,21.0,21.1,3.0,2.8999999999999986
Milo Manheim_S27,Milo Manheim,27,5,27.0,9.0,3,8.0,10.0,3,29.0,25.8,-2.0,1.1999999999999993
John Schneider_S27,John Schneider,27,6,19.0,6.333333333333333,3,6.0,7.0,9,24.0,20.75,-5.0,-1.75
DeMarcus Ware_S27,DeMarcus Ware,27,6,26.0,8.666666666666666,3,8.0,9.0,5,26.0,24.416666666666668,0.0,1.5833333333333321
Juan Pablo Di Pace_S27,Juan Pablo Di Pace,27,6,30.0,10.0,3,10.0,10.0,1,29.0,26.833333333333332,1.0,3.166666666666668
Joe Amabile_S27,Joe Amabile,27,6,22.0,7.333333333333333,3,7.0,8.0,8,17.0,17.25,5.0,4.75
Milo Manheim_S27,Milo Manheim,27,6,30.0,10.0,3,10.0,10.0,2,27.0,26.5,3.0,3.5
Mary Lou Retton_S27,Mary Lou Retton,27,6,24.0,8.0,3,8.0,8.0,6,25.0,23.666666666666668,-1.0,0.33333333333333215
Alexis Ren_S27,Alexis Ren,27,6,27.0,9.0,3,9.0,9.0,4,29.0,25.583333333333332,-2.0,1.4166666666666679
Bobby Bones_S27,Bobby Bones,27,6,22.0,7.333333333333333,3,7.0,8.0,7,21.0,20.916666666666668,1.0,1.0833333333333321
Evanna Lynch_S27,Evanna Lynch,27,6,29.0,9.666666666666666,3,9.0,10.0,3,24.0,24.333333333333332,5.0,4.666666666666668
Juan Pablo Di Pace_S27,Juan Pablo Di Pace,27,7,28.0,9.333333333333334,3,9.0,9.5,3,30.0,27.0,-2.0,1.0
Milo Manheim_S27,Milo Manheim,27,7,29.0,9.666666666666666,3,9.0,10.0,2,30.0,26.857142857142858,-1.0,2.1428571428571423
Joe Amabile_S27,Joe Amabile,27,7,23.5,7.833333333333333,3,7.5,8.0,8,22.0,18.142857142857142,1.5,5.357142857142858
Alexis Ren_S27,Alexis Ren,27,7,27.5,9.166666666666666,3,9.0,9.5,4,27.0,25.857142857142858,0.5,1.6428571428571423
Bobby Bones_S27,Bobby Bones,27,7,26.5,8.833333333333334,3,8.5,9.0,7,22.0,21.714285714285715,4.5,4.785714285714285
Evanna Lynch_S27,Evanna Lynch,27,7,29.5,9.833333333333334,3,9.5,10.0,1,29.0,25.071428571428573,0.5,4.428571428571427
DeMarcus Ware_S27,DeMarcus Ware,27,7,26.5,8.833333333333334,3,8.5,9.0,6,26.0,24.714285714285715,0.5,1.7857142857142847
John Schneider_S27,John Schneider,27,7,27.0,9.0,3,9.0,9.0,5,19.0,21.642857142857142,8.0,5.357142857142858
Juan Pablo Di Pace_S27,Juan Pablo Di Pace,27,8,30.0,10.0,3,10.0,10.0,1,28.0,27.375,2.0,2.625
Milo Manheim_S27,Milo Manheim,27,8,27.5,9.166666666666666,3,9.0,9.5,4,29.0,26.9375,-1.5,0.5625
Joe Amabile_S27,Joe Amabile,27,8,23.0,7.666666666666667,3,7.5,8.0,5,23.5,18.75,-0.5,4.25
Evanna Lynch_S27,Evanna Lynch,27,8,29.0,9.666666666666666,3,9.5,10.0,3,29.5,25.5625,-0.5,3.4375
Alexis Ren_S27,Alexis Ren,27,8,29.0,9.666666666666666,3,9.5,10.0,2,27.5,26.25,1.5,2.75
Bobby Bones_S27,Bobby Bones,27,8,22.5,7.5,3,7.5,7.5,6,26.5,21.8125,-4.0,0.6875
Milo Manheim_S27,Milo Manheim,27,9,30.0,10.0,3,10.0,10.0,2,27.5,27.27777777777778,2.5,2.7222222222222214
Evanna Lynch_S27,Evanna Lynch,27,9,30.0,10.0,3,10.0,10.0,1,29.0,26.055555555555557,1.0,3.944444444444443
Alexis Ren_S27,Alexis Ren,27,9,28.5,9.5,3,9.5,9.5,3,29.0,26.5,-0.5,2.0
Bobby Bones_S27,Bobby Bones,27,9,27.0,9.0,3,9.0,9.0,4,22.5,22.38888888888889,4.5,4.611111111111111
Sailor Brinkley-Cook_S28,Sailor Brinkley-Cook,28,1,18.0,6.0,3,6.0,6.0,4,,18.0,,0.0
Lauren Alaina_S28,Lauren Alaina,28,1,19.0,6.333333333333333,3,6.0,7.0,3,,19.0,,0.0
Hannah Brown_S28,Hannah Brown,28,1,20.0,6.666666666666667,3,6.0,7.0,2,,20.0,,0.0
James Van Der Beek_S28,James Van Der Beek,28,1,21.0,7.0,3,7.0,7.0,1,,21.0,,0.0
Lamar Odom_S28,Lamar Odom,28,1,11.0,3.6666666666666665,3,3.0,5.0,12,,11.0,,0.0
Kel Mitchell_S28,Kel Mitchell,28,1,16.0,5.333333333333333,3,5.0,6.0,7,,16.0,,0.0
Karamo Brown_S28,Karamo Brown,28,1,17.0,5.666666666666667,3,5.0,6.0,5,,17.0,,0.0
Ray Lewis_S28,Ray Lewis,28,1,15.0,5.0,3,5.0,5.0,10,,15.0,,0.0
Ally Brooke_S28,Ally Brooke,28,1,16.0,5.333333333333333,3,5.0,6.0,8,,16.0,,0.0
Kate Flannery_S28,Kate Flannery,28,1,15.0,5.0,3,5.0,5.0,9,,15.0,,0.0
Mary Wilson_S28,Mary Wilson,28,1,17.0,5.666666666666667,3,5.0,6.0,6,,17.0,,0.0
Sean Spicer_S28,Sean Spicer,28,1,12.0,4.0,3,4.0,4.0,11,,12.0,,0.0
James Van Der Beek_S28,James Van Der Beek,28,2,20.0,6.666666666666667,3,6.0,7.0,5,21.0,20.5,-1.0,-0.5
Sailor Brinkley-Cook_S28,Sailor Brinkley-Cook,28,2,18.0,6.0,3,6.0,6.0,8,18.0,18.0,0.0,0.0
Sean Spicer_S28,Sean Spicer,28,2,16.0,5.333333333333333,3,5.0,6.0,9,12.0,14.0,4.0,2.0
Karamo Brown_S28,Karamo Brown,28,2,19.0,6.333333333333333,3,5.0,7.0,6,17.0,18.0,2.0,1.0
Kate Flannery_S28,Kate Flannery,28,2,21.0,7.0,3,7.0,7.0,2,15.0,18.0,6.0,3.0
Ally Brooke_S28,Ally Brooke,28,2,20.0,6.666666666666667,3,6.0,7.0,3,16.0,18.0,4.0,2.0
Lauren Alaina_S28,Lauren Alaina,28,2,19.0,6.333333333333333,3,6.0,7.0,7,19.0,19.0,0.0,0.0
Ray Lewis_S28,Ray Lewis,28,2,15.0,5.0,3,5.0,5.0,11,15.0,15.0,0.0,0.0
Lamar Odom_S28,Lamar Odom,28,2,12.0,4.0,3,4.0,4.0,12,11.0,11.5,1.0,0.5
Kel Mitchell_S28,Kel Mitchell,28,2,20.0,6.666666666666667,3,6.0,7.0,4,16.0,18.0,4.0,2.0
Mary Wilson_S28,Mary Wilson,28,2,15.0,5.0,3,5.0,5.0,10,17.0,16.0,-2.0,-1.0
Hannah Brown_S28,Hannah Brown,28,2,24.0,8.0,3,8.0,8.0,1,20.0,22.0,4.0,2.0
Sailor Brinkley-Cook_S28,Sailor Brinkley-Cook,28,3,23.0,7.666666666666667,3,7.0,8.0,4,18.0,19.666666666666668,5.0,3.333333333333332
Sean Spicer_S28,Sean Spicer,28,3,15.0,5.0,3,5.0,5.0,9,16.0,14.333333333333334,-1.0,0.6666666666666661
James Van Der Beek_S28,James Van Der Beek,28,3,23.0,7.666666666666667,3,7.0,8.0,3,20.0,21.333333333333332,3.0,1.6666666666666679
Kel Mitchell_S28,Kel Mitchell,28,3,20.0,6.666666666666667,3,6.0,7.0,6,20.0,18.666666666666668,0.0,1.3333333333333321
Karamo Brown_S28,Karamo Brown,28,3,16.0,5.333333333333333,3,5.0,6.0,8,19.0,17.333333333333332,-3.0,-1.3333333333333321
Lamar Odom_S28,Lamar Odom,28,3,12.0,4.0,3,4.0,4.0,10,12.0,11.666666666666666,0.0,0.3333333333333339
Kate Flannery_S28,Kate Flannery,28,3,24.0,8.0,3,8.0,8.0,2,21.0,20.0,3.0,4.0
Lauren Alaina_S28,Lauren Alaina,28,3,20.0,6.666666666666667,3,6.0,7.0,7,19.0,19.333333333333332,1.0,0.6666666666666679
Hannah Brown_S28,Hannah Brown,28,3,21.0,7.0,3,7.0,7.0,5,24.0,21.666666666666668,-3.0,-0.6666666666666679
Ally Brooke_S28,Ally Brooke,28,3,24.0,8.0,3,8.0,8.0,1,20.0,20.0,4.0,4.0
Sailor Brinkley-Cook_S28,Sailor Brinkley-Cook,28,4,31.0,7.75,4,7.0,8.0,5,23.0,22.5,8.0,8.5
Hannah Brown_S28,Hannah Brown,28,4,32.0,8.0,4,8.0,8.0,4,21.0,24.25,11.0,7.75
Ally Brooke_S28,Ally Brooke,28,4,32.0,8.0,4,8.0,8.0,2,24.0,23.0,8.0,9.0
Kel Mitchell_S28,Kel Mitchell,28,4,32.0,8.0,4,8.0,8.0,1,20.0,22.0,12.0,10.0
Sean Spicer_S28,Sean Spicer,28,4,21.0,5.25,4,5.0,6.0,9,15.0,16.0,6.0,5.0
James Van Der Beek_S28,James Van Der Beek,28,4,28.0,7.0,4,7.0,7.0,6,23.0,23.0,5.0,5.0
Kate Flannery_S28,Kate Flannery,28,4,26.0,6.5,4,6.0,7.0,8,24.0,21.5,2.0,4.5
Lamar Odom_S28,Lamar Odom,28,4,20.0,5.0,4,4.0,7.0,10,12.0,13.75,8.0,6.25
Karamo Brown_S28,Karamo Brown,28,4,28.0,7.0,4,7.0,7.0,7,16.0,20.0,12.0,8.0
Lauren Alaina_S28,Lauren Alaina,28,4,32.0,8.0,4,8.0,8.0,3,20.0,22.5,12.0,9.5
Kate Flannery_S28,Kate Flannery,28,5,24.0,8.0,3,8.0,8.0,5,26.0,22.0,-2.0,2.0
Ally Brooke_S28,Ally Brooke,28,5,27.0,9.0,3,9.0,9.0,1,32.0,23.8,-5.0,3.1999999999999993
Hannah Brown_S28,Hannah Brown,28,5,25.0,8.333333333333334,3,7.0,9.0,4,32.0,24.4,-7.0,0.6000000000000014
Lauren Alaina_S28,Lauren Alaina,28,5,23.0,7.666666666666667,3,7.0,8.0,7,32.0,22.6,-9.0,0.3999999999999986
Kel Mitchell_S28,Kel Mitchell,28,5,26.0,8.666666666666666,3,8.0,9.0,3,32.0,22.8,-6.0,3.1999999999999993
Karamo Brown_S28,Karamo Brown,28,5,21.0,7.0,3,7.0,7.0,8,28.0,20.2,-7.0,0.8000000000000007
James Van Der Beek_S28,James Van Der Beek,28,5,26.0,8.666666666666666,3,8.0,9.0,2,28.0,23.6,-2.0,2.3999999999999986
Sean Spicer_S28,Sean Spicer,28,5,19.0,6.333333333333333,3,6.0,7.0,9,21.0,16.6,-2.0,2.3999999999999986
Sailor Brinkley-Cook_S28,Sailor Brinkley-Cook,28,5,24.0,8.0,3,8.0,8.0,6,31.0,22.8,-7.0,1.1999999999999993
Kate Flannery_S28,Kate Flannery,28,6,27.0,9.0,3,9.0,9.0,2,24.0,22.833333333333332,3.0,4.166666666666668
Hannah Brown_S28,Hannah Brown,28,6,24.0,8.0,3,8.0,8.0,8,25.0,24.333333333333332,-1.0,-0.33333333333333215
Ally Brooke_S28,Ally Brooke,28,6,25.0,8.333333333333334,3,8.0,9.0,6,27.0,24.0,-2.0,1.0
Lauren Alaina_S28,Lauren Alaina,28,6,26.0,8.666666666666666,3,8.0,9.0,5,23.0,23.166666666666668,3.0,2.833333333333332
Karamo Brown_S28,Karamo Brown,28,6,25.0,8.333333333333334,3,8.0,9.0,7,21.0,21.0,4.0,4.0
Sean Spicer_S28,Sean Spicer,28,6,21.0,7.0,3,7.0,7.0,9,19.0,17.333333333333332,2.0,3.666666666666668
James Van Der Beek_S28,James Van Der Beek,28,6,27.0,9.0,3,9.0,9.0,3,26.0,24.166666666666668,1.0,2.833333333333332
Kel Mitchell_S28,Kel Mitchell,28,6,26.0,8.666666666666666,3,8.0,9.0,4,26.0,23.333333333333332,0.0,2.666666666666668
Sailor Brinkley-Cook_S28,Sailor Brinkley-Cook,28,6,27.0,9.0,3,9.0,9.0,1,24.0,23.5,3.0,3.5
Sean Spicer_S28,Sean Spicer,28,7,21.0,7.0,3,7.0,7.0,8,21.0,17.857142857142858,0.0,3.1428571428571423
Kate Flannery_S28,Kate Flannery,28,7,24.0,8.0,3,8.0,8.0,7,27.0,23.0,-3.0,1.0
Lauren Alaina_S28,Lauren Alaina,28,7,27.0,9.0,3,9.0,9.0,3,26.0,23.714285714285715,1.0,3.2857142857142847
Hannah Brown_S28,Hannah Brown,28,7,26.0,8.666666666666666,3,8.5,9.0,4,24.0,24.571428571428573,2.0,1.428571428571427
James Van Der Beek_S28,James Van Der Beek,28,7,27.0,9.0,3,9.0,9.0,1,27.0,24.571428571428573,0.0,2.428571428571427
Karamo Brown_S28,Karamo Brown,28,7,24.5,8.166666666666666,3,8.0,8.5,6,25.0,21.5,-0.5,3.0
Ally Brooke_S28,Ally Brooke,28,7,27.0,9.0,3,9.0,9.0,2,25.0,24.428571428571427,2.0,2.571428571428573
Kel Mitchell_S28,Kel Mitchell,28,7,25.5,8.5,3,8.5,8.5,5,26.0,23.642857142857142,-0.5,1.8571428571428577
Hannah Brown_S28,Hannah Brown,28,8,30.9998,10.333266666666667,3,9.6666,10.6666,2,26.0,25.374975,4.9998000000000005,5.624825000000001
Kate Flannery_S28,Kate Flannery,28,8,25.9998,8.6666,3,8.6666,8.6666,5,24.0,23.374975,1.9998000000000005,2.6248250000000013
James Van Der Beek_S28,James Van Der Beek,28,8,31.9998,10.6666,3,10.6666,10.6666,1,27.0,25.499975,4.9998000000000005,6.499825000000001
Sean Spicer_S28,Sean Spicer,28,8,20.0,6.666666666666667,3,6.0,7.0,7,21.0,18.125,-1.0,1.875
Kel Mitchell_S28,Kel Mitchell,28,8,29.9998,9.999933333333333,3,9.6666,10.6666,4,25.5,24.437475,4.4998000000000005,5.562325000000001
Ally Brooke_S28,Ally Brooke,28,8,30.0,10.0,3,10.0,10.0,3,27.0,25.125,3.0,4.875
Lauren Alaina_S28,Lauren Alaina,28,8,24.0,8.0,3,8.0,8.0,6,27.0,23.75,-3.0,0.25
James Van Der Beek_S28,James Van Der Beek,28,9,36.0,9.0,4,8.5,9.5,3,31.9998,26.666644444444444,4.0001999999999995,9.333355555555556
Hannah Brown_S28,Hannah Brown,28,9,35.5,8.875,4,8.5,9.0,4,30.9998,26.499977777777776,4.5001999999999995,9.000022222222224
Sean Spicer_S28,Sean Spicer,28,9,25.0,6.25,4,6.0,6.5,6,20.0,18.88888888888889,5.0,6.111111111111111
Kel Mitchell_S28,Kel Mitchell,28,9,37.0,9.25,4,9.0,9.5,2,29.9998,25.83331111111111,7.0001999999999995,11.166688888888888
Ally Brooke_S28,Ally Brooke,28,9,40.0,10.0,4,10.0,10.0,1,30.0,26.77777777777778,10.0,13.222222222222221
Lauren Alaina_S28,Lauren Alaina,28,9,35.0,8.75,4,8.5,9.0,5,24.0,25.0,11.0,10.0
Ally Brooke_S28,Ally Brooke,28,10,29.5,9.833333333333334,3,9.5,10.0,1,40.0,27.05,-10.5,2.4499999999999993
Kel Mitchell_S28,Kel Mitchell,28,10,28.5,9.5,3,9.5,9.5,2,37.0,26.09998,-8.5,2.4000200000000014
James Van Der Beek_S28,James Van Der Beek,28,10,25.5,8.5,3,8.5,8.5,5,36.0,26.549979999999998,-10.5,-1.049979999999998
Hannah Brown_S28,Hannah Brown,28,10,27.0,9.0,3,9.0,9.0,3,35.5,26.549979999999998,-8.5,0.4500200000000021
Lauren Alaina_S28,Lauren Alaina,28,10,27.0,9.0,3,9.0,9.0,4,35.0,25.2,-8.0,1.8000000000000007
Lauren Alaina_S28,Lauren Alaina,28,11,28.5,9.5,3,9.5,9.5,4,27.0,25.5,1.5,3.0
Hannah Brown_S28,Hannah Brown,28,11,29.0,9.666666666666666,3,9.5,10.0,3,27.0,26.77270909090909,2.0,2.227290909090911
Kel Mitchell_S28,Kel Mitchell,28,11,29.5,9.833333333333334,3,9.5,10.0,2,28.5,26.409072727272726,1.0,3.0909272727272743
Ally Brooke_S28,Ally Brooke,28,11,30.0,10.0,3,10.0,10.0,1,29.5,27.318181818181817,0.5,2.6818181818181834
Veron Davis_S29,Veron Davis,29,1,17.0,5.666666666666667,3,5.0,6.0,11,,17.0,,0.0
Nev Schulman_S29,Nev Schulman,29,1,20.0,6.666666666666667,3,6.0,7.0,3,,20.0,,0.0
Chrishell Stause_S29,Chrishell Stause,29,1,13.0,4.333333333333333,3,4.0,5.0,13,,13.0,,0.0
Monica Aldama_S29,Monica Aldama,29,1,19.0,6.333333333333333,3,6.0,7.0,5,,19.0,,0.0
Nelly_S29,Nelly,29,1,16.0,5.333333333333333,3,5.0,6.0,12,,16.0,,0.0
Johnny Weir_S29,Johnny Weir,29,1,18.0,6.0,3,6.0,6.0,6,,18.0,,0.0
AJ McLean_S29,AJ McLean,29,1,18.0,6.0,3,6.0,6.0,10,,18.0,,0.0
Carole Baskin_S29,Carole Baskin,29,1,11.0,3.6666666666666665,3,3.0,4.0,15,,11.0,,0.0
Charles Oakley_S29,Charles Oakley,29,1,12.0,4.0,3,4.0,4.0,14,,12.0,,0.0
Jeannie Mai_S29,Jeannie Mai,29,1,18.0,6.0,3,6.0,6.0,8,,18.0,,0.0
Anne Heche_S29,Anne Heche,29,1,18.0,6.0,3,6.0,6.0,7,,18.0,,0.0
Jesse Metcalfe_S29,Jesse Metcalfe,29,1,18.0,6.0,3,6.0,6.0,9,,18.0,,0.0
Skai Jackson_S29,Skai Jackson,29,1,21.0,7.0,3,7.0,7.0,1,,21.0,,0.0
Kaitlyn Bristowe_S29,Kaitlyn Bristowe,29,1,20.0,6.666666666666667,3,6.0,7.0,4,,20.0,,0.0
Justina Machado_S29,Justina Machado,29,1,21.0,7.0,3,7.0,7.0,2,,21.0,,0.0
Skai Jackson_S29,Skai Jackson,29,2,15.0,5.0,3,5.0,5.0,15,21.0,18.0,-6.0,-3.0
Johnny Weir_S29,Johnny Weir,29,2,18.0,6.0,3,6.0,6.0,11,18.0,18.0,0.0,0.0
Carole Baskin_S29,Carole Baskin,29,2,16.0,5.333333333333333,3,5.0,6.0,12,11.0,13.5,5.0,2.5
Chrishell Stause_S29,Chrishell Stause,29,2,18.0,6.0,3,6.0,6.0,8,13.0,15.5,5.0,2.5
Jeannie Mai_S29,Jeannie Mai,29,2,18.0,6.0,3,6.0,6.0,7,18.0,18.0,0.0,0.0
Nev Schulman_S29,Nev Schulman,29,2,21.0,7.0,3,7.0,7.0,2,20.0,20.5,1.0,0.5
Veron Davis_S29,Veron Davis,29,2,18.0,6.0,3,6.0,6.0,10,17.0,17.5,1.0,0.5
Nelly_S29,Nelly,29,2,18.0,6.0,3,6.0,6.0,6,16.0,17.0,2.0,1.0
AJ McLean_S29,AJ McLean,29,2,19.0,6.333333333333333,3,6.0,7.0,5,18.0,18.5,1.0,0.5
Anne Heche_S29,Anne Heche,29,2,18.0,6.0,3,6.0,6.0,9,18.0,18.0,0.0,0.0
Justina Machado_S29,Justina Machado,29,2,21.0,7.0,3,7.0,7.0,3,21.0,21.0,0.0,0.0
Jesse Metcalfe_S29,Jesse Metcalfe,29,2,20.0,6.666666666666667,3,6.0,7.0,4,18.0,19.0,2.0,1.0
Charles Oakley_S29,Charles Oakley,29,2,15.0,5.0,3,5.0,5.0,14,12.0,13.5,3.0,1.5
Kaitlyn Bristowe_S29,Kaitlyn Bristowe,29,2,22.0,7.333333333333333,3,7.0,8.0,1,20.0,21.0,2.0,1.0
Monica Aldama_S29,Monica Aldama,29,2,16.0,5.333333333333333,3,5.0,6.0,13,19.0,17.5,-3.0,-1.5
Veron Davis_S29,Veron Davis,29,3,22.0,7.333333333333333,3,7.0,8.0,5,18.0,19.0,4.0,3.0
Monica Aldama_S29,Monica Aldama,29,3,21.0,7.0,3,7.0,7.0,7,16.0,18.666666666666668,5.0,2.333333333333332
Kaitlyn Bristowe_S29,Kaitlyn Bristowe,29,3,23.0,7.666666666666667,3,7.0,8.0,3,22.0,21.666666666666668,1.0,1.3333333333333321
AJ McLean_S29,AJ McLean,29,3,21.0,7.0,3,7.0,7.0,8,19.0,19.333333333333332,2.0,1.6666666666666679
Jeannie Mai_S29,Jeannie Mai,29,3,22.0,7.333333333333333,3,7.0,8.0,6,18.0,19.333333333333332,4.0,2.666666666666668
Chrishell Stause_S29,Chrishell Stause,29,3,22.0,7.333333333333333,3,7.0,8.0,4,18.0,17.666666666666668,4.0,4.333333333333332
Jesse Metcalfe_S29,Jesse Metcalfe,29,3,20.0,6.666666666666667,3,6.0,7.0,9,20.0,19.333333333333332,0.0,0.6666666666666679
Johnny Weir_S29,Johnny Weir,29,3,24.0,8.0,3,8.0,8.0,2,18.0,20.0,6.0,4.0
Carole Baskin_S29,Carole Baskin,29,3,12.0,4.0,3,3.0,5.0,14,16.0,13.0,-4.0,-1.0
Anne Heche_S29,Anne Heche,29,3,15.0,5.0,3,5.0,5.0,13,18.0,17.0,-3.0,-2.0
Nev Schulman_S29,Nev Schulman,29,3,24.0,8.0,3,8.0,8.0,1,21.0,21.666666666666668,3.0,2.333333333333332
Nelly_S29,Nelly,29,3,18.0,6.0,3,6.0,6.0,12,18.0,17.333333333333332,0.0,0.6666666666666679
Skai Jackson_S29,Skai Jackson,29,3,18.0,6.0,3,6.0,6.0,11,15.0,18.0,3.0,0.0
Justina Machado_S29,Justina Machado,29,3,19.0,6.333333333333333,3,6.0,7.0,10,21.0,20.333333333333332,-2.0,-1.3333333333333321
Kaitlyn Bristowe_S29,Kaitlyn Bristowe,29,4,25.0,8.333333333333334,3,8.0,9.0,2,23.0,22.5,2.0,2.5
Jesse Metcalfe_S29,Jesse Metcalfe,29,4,21.0,7.0,3,7.0,7.0,11,20.0,19.75,1.0,1.25
Chrishell Stause_S29,Chrishell Stause,29,4,22.0,7.333333333333333,3,7.0,8.0,8,22.0,18.75,0.0,3.25
Monica Aldama_S29,Monica Aldama,29,4,24.0,8.0,3,8.0,8.0,6,21.0,20.0,3.0,4.0
Johnny Weir_S29,Johnny Weir,29,4,24.0,8.0,3,8.0,8.0,3,24.0,21.0,0.0,3.0
AJ McLean_S29,AJ McLean,29,4,24.0,8.0,3,8.0,8.0,5,21.0,20.5,3.0,3.5
Nelly_S29,Nelly,29,4,21.0,7.0,3,7.0,7.0,10,18.0,18.25,3.0,2.75
Skai Jackson_S29,Skai Jackson,29,4,28.0,9.333333333333334,3,9.0,10.0,1,18.0,20.5,10.0,7.5
Jeannie Mai_S29,Jeannie Mai,29,4,21.0,7.0,3,7.0,7.0,12,22.0,19.75,-1.0,1.25
Nev Schulman_S29,Nev Schulman,29,4,24.0,8.0,3,8.0,8.0,4,24.0,22.25,0.0,1.75
Justina Machado_S29,Justina Machado,29,4,24.0,8.0,3,8.0,8.0,7,19.0,21.25,5.0,2.75
