season,week,discrepancy_prob,method1_eliminated,method2_eliminated,method_pair
24,6,0.84,Nancy Kerrigan_S24,Nick Viall_S24,fan_rank_vs_rank_rank
24,7,0.87,David Ross_S24,Rashad Jennings_S24,fan_rank_vs_rank_rank
24,8,0.63,David Ross_S24,Rashad Jennings_S24,fan_rank_vs_rank_rank
24,9,0.73,David Ross_S24,Rashad Jennings_S24,fan_rank_vs_rank_rank
24,10,0.31,Rashad Jennings_S24,Rashad Jennings_S24,fan_rank_vs_rank_rank
25,1,0.9,Sasha Pieterse_S25,Frankie Muniz_S25,fan_rank_vs_rank_rank
25,2,0.95,Drew Scott_S25,Frankie Muniz_S25,fan_rank_vs_rank_rank
25,3,0.83,Derek Fisher_S25,Derek Fisher_S25,fan_rank_vs_rank_rank
25,4,0.87,Vanessa Lachey_S25,Jordan Fisher_S25,fan_rank_vs_rank_rank
25,5,0.87,Jordan Fisher_S25,Jordan Fisher_S25,fan_rank_vs_rank_rank
25,6,0.84,Victoria Arlen_S25,Jordan Fisher_S25,fan_rank_vs_rank_rank
25,7,0.82,Drew Scott_S25,Drew Scott_S25,fan_rank_vs_rank_rank
25,8,0.79,Drew Scott_S25,Drew Scott_S25,fan_rank_vs_rank_rank
25,9,0.64,Drew Scott_S25,Lindsey Stirling_S25,fan_rank_vs_rank_rank
25,10,0.44,Jordan Fisher_S25,Jordan Fisher_S25,fan_rank_vs_rank_rank
26,1,0.93,Kareem Abdul-Jabbar_S26,Josh Norman_S26,fan_rank_vs_rank_rank
26,2,0.84,Jennie Finch Daigle_S26,Josh Norman_S26,fan_rank_vs_rank_rank
26,3,0.75,Tonya Harding_S26,Adam Rippon_S26,fan_rank_vs_rank_rank
26,4,0.21,Adam Rippon_S26,Adam Rippon_S26,fan_rank_vs_rank_rank
27,1,0.92,Juan Pablo Di Pace_S27,DeMarcus Ware_S27,fan_rank_vs_rank_rank
27,2,0.91,John Schneider_S27,Mary Lou Retton_S27,fan_rank_vs_rank_rank
27,3,0.88,Bobby Bones_S27,Juan Pablo Di Pace_S27,fan_rank_vs_rank_rank
27,4,0.89,DeMarcus Ware_S27,Alexis Ren_S27,fan_rank_vs_rank_rank
27,5,0.86,Milo Manheim_S27,Juan Pablo Di Pace_S27,fan_rank_vs_rank_rank
27,6,0.9,John Schneider_S27,Juan Pablo Di Pace_S27,fan_rank_vs_rank_rank
27,7,0.8,Joe Amabile_S27,Evanna Lynch_S27,fan_rank_vs_rank_rank
27,8,0.74,Alexis Ren_S27,Alexis Ren_S27,fan_rank_vs_rank_rank
27,9,0.82,Bobby Bones_S27,Milo Manheim_S27,fan_rank_vs_rank_rank
28,1,0.91,Kel Mitchell_S28,Ray Lewis_S28,fan_rank_vs_rank_rank
28,2,0.9,Mary Wilson_S28,Sean Spicer_S28,fan_rank_vs_rank_rank
28,3,0.8,James Van Der Beek_S28,James Van Der Beek_S28,fan_rank_vs_rank_rank
28,4,0.88,Kate Flannery_S28,Karamo Brown_S28,fan_rank_vs_rank_rank
28,5,0.91,Lauren Alaina_S28,Hannah Brown_S28,fan_rank_vs_rank_rank
28,6,0.86,Hannah Brown_S28,Lauren Alaina_S28,fan_rank_vs_rank_rank
28,7,0.91,Kel Mitchell_S28,Lauren Alaina_S28,fan_rank_vs_rank_rank
28,8,0.86,Kel Mitchell_S28,James Van Der Beek_S28,fan_rank_vs_rank_rank
28,9,0.68,James Van Der Beek_S28,James Van Der Beek_S28,fan_rank_vs_rank_rank
28,10,0.57,James Van Der Beek_S28,Ally Brooke_S28,fan_rank_vs_rank_rank
28,11,0.62,Hannah Brown_S28,Kel Mitchell_S28,fan_rank_vs_rank_rank
29,1,0.9,Charles Oakley_S29,Jeannie Mai_S29,fan_rank_vs_rank_rank
29,2,0.93,Skai Jackson_S29,Carole Baskin_S29,fan_rank_vs_rank_rank
29,3,0.91,Anne Heche_S29,Jeannie Mai_S29,fan_rank_vs_rank_rank
29,4,0.93,Nelly_S29,AJ McLean_S29,fan_rank_vs_rank_rank
29,5,0.9,Johnny Weir_S29,AJ McLean_S29,fan_rank_vs_rank_rank
29,6,0.9,Nelly_S29,Nelly_S29,fan_rank_vs_rank_rank
29,7,0.9,Monica Aldama_S29,AJ McLean_S29,fan_rank_vs_rank_rank
29,8,0.88,Nelly_S29,Johnny Weir_S29,fan_rank_vs_rank_rank
29,9,0.79,Johnny Weir_S29,Johnny Weir_S29,fan_rank_vs_rank_rank
29,10,0.79,Kaitlyn Bristowe_S29,Skai Jackson_S29,fan_rank_vs_rank_rank
29,11,0.45,Nelly_S29,Kaitlyn Bristowe_S29,fan_rank_vs_rank_rank
30,1,0.9,Iman Shumpert_S30,Melora Hardin_S30,fan_rank_vs_rank_rank
30,2,0.92,Melora Hardin_S30,JoJo Siwa_S30,fan_rank_vs_rank_rank
30,3,0.89,Kenya Moore_S30,JoJo Siwa_S30,fan_rank_vs_rank_rank
30,4,0.91,"Mike ""The Miz"" Mizanin_S30",Melora Hardin_S30,fan_rank_vs_rank_rank
30,5,0.89,"Mike ""The Miz"" Mizanin_S30",Olivia Jade_S30,fan_rank_vs_rank_rank
30,6,0.82,Amanda Kloots_S30,Iman Shumpert_S30,fan_rank_vs_rank_rank
30,7,0.83,JoJo Siwa_S30,JoJo Siwa_S30,fan_rank_vs_rank_rank
30,8,0.79,Iman Shumpert_S30,Amanda Kloots_S30,fan_rank_vs_rank_rank
30,9,0.7,JoJo Siwa_S30,Amanda Kloots_S30,fan_rank_vs_rank_rank
30,10,0.47,Iman Shumpert_S30,Iman Shumpert_S30,fan_rank_vs_rank_rank
31,1,0.93,Sam Champion_S31,Daniel Durant_S31,fan_rank_vs_rank_rank
31,2,0.91,Charli D'Amelio_S31,Joseph Baena_S31,fan_rank_vs_rank_rank
31,3,0.86,Vinny Guadagnino_S31,Trevor Donovan_S31,fan_rank_vs_rank_rank
31,4,0.9,Heidi D'Amelio_S31,Heidi D'Amelio_S31,fan_rank_vs_rank_rank
31,5,0.85,Jordin Sparks_S31,Gabby Windey_S31,fan_rank_vs_rank_rank
31,6,0.83,Daniel Durant_S31,Gabby Windey_S31,fan_rank_vs_rank_rank
31,7,0.85,Gabby Windey_S31,Charli D'Amelio_S31,fan_rank_vs_rank_rank
31,8,0.73,Daniel Durant_S31,Trevor Donovan_S31,fan_rank_vs_rank_rank
31,9,0.74,Charli D'Amelio_S31,Shangela_S31,fan_rank_vs_rank_rank
31,10,0.75,Charli D'Amelio_S31,Wayne Brady_S31,fan_rank_vs_rank_rank
32,1,0.95,Barry Williams_S32,Ariana Madix_S32,fan_rank_vs_rank_rank
32,2,0.88,Mira Sorvino_S32,Mira Sorvino_S32,fan_rank_vs_rank_rank
32,3,0.88,Charity Lawson_S32,Xochitl Gomez_S32,fan_rank_vs_rank_rank
32,4,0.85,Ariana Madix_S32,Ariana Madix_S32,fan_rank_vs_rank_rank
32,5,0.88,Harry Jowsey_S32,Lele Pons_S32,fan_rank_vs_rank_rank
32,6,0.88,Barry Williams_S32,Lele Pons_S32,fan_rank_vs_rank_rank
32,7,0.89,Barry Williams_S32,Ariana Madix_S32,fan_rank_vs_rank_rank
32,8,0.84,Jason Mraz_S32,Ariana Madix_S32,fan_rank_vs_rank_rank
32,9,0.8,Alyson Hannigan_S32,Jason Mraz_S32,fan_rank_vs_rank_rank
32,10,0.62,Ariana Madix_S32,Charity Lawson_S32,fan_rank_vs_rank_rank
32,11,0.62,Alyson Hannigan_S32,Xochitl Gomez_S32,fan_rank_vs_rank_rank
33,1,0.87,Dwight Howard _S33,Stephen Nedoroscik_S33,fan_rank_vs_rank_rank
33,2,0.94,Ilona Maher_S33,Jenn Tran_S33,fan_rank_vs_rank_rank
33,3,0.95,Eric Roberts_S33,Chandler Kinney_S33,fan_rank_vs_rank_rank
33,4,0.84,Dwight Howard _S33,Danny Amendola_S33,fan_rank_vs_rank_rank
33,5,0.9,Joey Graziadei_S33,Danny Amendola_S33,fan_rank_vs_rank_rank
33,6,0.83,Stephen Nedoroscik_S33,Chandler Kinney_S33,fan_rank_vs_rank_rank
33,7,0.83,Ilona Maher_S33,Ilona Maher_S33,fan_rank_vs_rank_rank
33,8,0.77,Stephen Nedoroscik_S33,Chandler Kinney_S33,fan_rank_vs_rank_rank
33,9,0.65,Ilona Maher_S33,Joey Graziadei_S33,fan_rank_vs_rank_rank
34,1,0.94,Andy Richter_S34,Jen Affleck_S34,fan_rank_vs_rank_rank
34,2,0.89,Jordan Chiles_S34,Alix Earle_S34,fan_rank_vs_rank_rank
34,3,0.91,Jen Affleck_S34,Jordan Chiles_S34,fan_rank_vs_rank_rank
34,4,0.91,Dylan Efron_S34,Jordan Chiles_S34,fan_rank_vs_rank_rank
34,5,0.83,Dylan Efron_S34,Danielle Fishel_S34,fan_rank_vs_rank_rank
34,6,0.9,Whitney Leavitt_S34,Danielle Fishel_S34,fan_rank_vs_rank_rank
34,7,0.8,Jordan Chiles_S34,Dylan Efron_S34,fan_rank_vs_rank_rank
34,8,0.8,Andy Richter_S34,Whitney Leavitt_S34,fan_rank_vs_rank_rank
34,9,0.76,Dylan Efron_S34,Dylan Efron_S34,fan_rank_vs_rank_rank
34,10,0.79,Dylan Efron_S34,Alix Earle_S34,fan_rank_vs_rank_rank
34,11,0.54,Dylan Efron_S34,Robert Irwin_S34,fan_rank_vs_rank_rank
1,1,0.82,Rachel Hunter_S1,Joey McIntyre_S1,judge_rank_vs_percent_rank
1,2,0.71,Rachel Hunter_S1,John O'Hurley_S1,judge_rank_vs_percent_rank
1,3,0.67,Rachel Hunter_S1,John O'Hurley_S1,judge_rank_vs_percent_rank
1,4,0.91,Kelly Monaco_S1,John O'Hurley_S1,judge_rank_vs_percent_rank
1,5,0.16,John O'Hurley_S1,John O'Hurley_S1,judge_rank_vs_percent_rank
1,6,0.04,Kelly Monaco_S1,Kelly Monaco_S1,judge_rank_vs_percent_rank
2,1,0.82,Drew Lachey_S2,Drew Lachey_S2,judge_rank_vs_percent_rank
2,2,0.82,Tatum O'Neal_S2,Drew Lachey_S2,judge_rank_vs_percent_rank
2,3,0.76,Lisa Rinna_S2,Drew Lachey_S2,judge_rank_vs_percent_rank
2,4,0.77,Lisa Rinna_S2,Stacy Keibler_S2,judge_rank_vs_percent_rank
2,5,0.67,Drew Lachey_S2,Stacy Keibler_S2,judge_rank_vs_percent_rank
2,6,0.62,Stacy Keibler_S2,Stacy Keibler_S2,judge_rank_vs_percent_rank
2,7,0.46,Lisa Rinna_S2,Drew Lachey_S2,judge_rank_vs_percent_rank
2,8,0.89,Drew Lachey_S2,Jerry Rice_S2,judge_rank_vs_percent_rank
3,1,0.82,Mario Lopez_S3,Mario Lopez_S3,judge_rank_vs_percent_rank
3,2,0.83,Emmitt Smith_S3,Willa Ford_S3,judge_rank_vs_percent_rank
3,3,0.92,Vivica A. Fox_S3,Willa Ford_S3,judge_rank_vs_percent_rank
3,4,0.8,Joey Lawrence_S3,Willa Ford_S3,judge_rank_vs_percent_rank
3,5,0.79,Willa Ford_S3,Mario Lopez_S3,judge_rank_vs_percent_rank
3,6,0.62,Monique Coleman_S3,Monique Coleman_S3,judge_rank_vs_percent_rank
3,7,0.63,Joey Lawrence_S3,Emmitt Smith_S3,judge_rank_vs_percent_rank
3,8,0.49,Emmitt Smith_S3,Joey Lawrence_S3,judge_rank_vs_percent_rank
3,9,0.68,Mario Lopez_S3,Emmitt Smith_S3,judge_rank_vs_percent_rank
3,10,0.53,Emmitt Smith_S3,Emmitt Smith_S3,judge_rank_vs_percent_rank
4,1,0.88,Joey Fatone_S4,Apolo Anton Ohno_S4,judge_rank_vs_percent_rank
4,2,0.92,Heather Mills_S4,Clyde Drexler_S4,judge_rank_vs_percent_rank
4,3,0.82,Joey Fatone_S4,Leeza Gibbons_S4,judge_rank_vs_percent_rank
4,4,0.86,Billy Ray Cyrus_S4,Apolo Anton Ohno_S4,judge_rank_vs_percent_rank
4,5,0.8,Laila Ali_S4,Billy Ray Cyrus_S4,judge_rank_vs_percent_rank
4,6,0.73,Laila Ali_S4,Apolo Anton Ohno_S4,judge_rank_vs_percent_rank
4,7,0.7,Laila Ali_S4,Ian Ziering_S4,judge_rank_vs_percent_rank
4,8,0.6,Joey Fatone_S4,Ian Ziering_S4,judge_rank_vs_percent_rank
4,9,0.48,Joey Fatone_S4,Laila Ali_S4,judge_rank_vs_percent_rank
4,10,0.15,Apolo Anton Ohno_S4,Apolo Anton Ohno_S4,judge_rank_vs_percent_rank
5,1,0.88,Mel B_S5,Mark Cuban_S5,judge_rank_vs_percent_rank
5,2,0.89,Helio Castroneves_S5,Mel B_S5,judge_rank_vs_percent_rank
5,3,0.83,Jane Seymour_S5,Mel B_S5,judge_rank_vs_percent_rank
5,4,0.79,Jane Seymour_S5,Cameron Mathison_S5,judge_rank_vs_percent_rank
5,5,0.69,Cameron Mathison_S5,Cameron Mathison_S5,judge_rank_vs_percent_rank
5,6,0.68,Helio Castroneves_S5,Mel B_S5,judge_rank_vs_percent_rank
5,7,0.76,Jane Seymour_S5,Helio Castroneves_S5,judge_rank_vs_percent_rank
5,8,0.57,Helio Castroneves_S5,Helio Castroneves_S5,judge_rank_vs_percent_rank
5,9,0.47,Helio Castroneves_S5,Helio Castroneves_S5,judge_rank_vs_percent_rank
5,10,0.83,Mel B_S5,Helio Castroneves_S5,judge_rank_vs_percent_rank
6,1,0.82,Steve Guttenberg_S6,Penn Jillette_S6,judge_rank_vs_percent_rank
6,2,0.86,Jason Taylor_S6,Jason Taylor_S6,judge_rank_vs_percent_rank
6,3,0.83,Priscilla Presley_S6,Marlee Matlin_S6,judge_rank_vs_percent_rank
6,4,0.81,Jason Taylor_S6,Kristi Yamaguchi_S6,judge_rank_vs_percent_rank
6,5,0.8,Jason Taylor_S6,Marissa Jaret Winokur_S6,judge_rank_vs_percent_rank
6,6,0.73,Kristi Yamaguchi_S6,Shannon Elizabeth_S6,judge_rank_vs_percent_rank
6,7,0.7,Shannon Elizabeth_S6,Jason Taylor_S6,judge_rank_vs_percent_rank
6,8,0.49,Cristian de la Fuente_S6,Cristian de la Fuente_S6,judge_rank_vs_percent_rank
6,9,0.42,Kristi Yamaguchi_S6,Kristi Yamaguchi_S6,judge_rank_vs_percent_rank
6,10,0.27,Kristi Yamaguchi_S6,Kristi Yamaguchi_S6,judge_rank_vs_percent_rank
7,1,0.89,Cloris Leachman_S7,Toni Braxton_S7,judge_rank_vs_percent_rank
7,2,0.86,Brooke Burke_S7,Cloris Leachman_S7,judge_rank_vs_percent_rank
7,3,0.82,Toni Braxton_S7,Toni Braxton_S7,judge_rank_vs_percent_rank
7,4,0.79,Susan Lucci_S7,Warren Sapp_S7,judge_rank_vs_percent_rank
7,5,0.76,Cloris Leachman_S7,Brooke Burke_S7,judge_rank_vs_percent_rank
7,6,0.69,Cody Linley_S7,Brooke Burke_S7,judge_rank_vs_percent_rank
7,7,0.67,Maurice Greene_S7,Lance Bass_S7,judge_rank_vs_percent_rank
7,8,0.67,Brooke Burke_S7,Brooke Burke_S7,judge_rank_vs_percent_rank
7,9,0.54,Lance Bass_S7,Brooke Burke_S7,judge_rank_vs_percent_rank
7,10,0.28,Brooke Burke_S7,Brooke Burke_S7,judge_rank_vs_percent_rank
8,1,0.9,Melissa Rycroft_S8,Shawn Johnson_S8,judge_rank_vs_percent_rank
8,2,0.91,Shawn Johnson_S8,Denise Richards_S8,judge_rank_vs_percent_rank
8,3,0.88,Chuck Wicks_S8,Ty Murray_S8,judge_rank_vs_percent_rank
8,4,0.82,Steve Wozniak_S8,Ty Murray_S8,judge_rank_vs_percent_rank
8,5,0.8,Gilles Marini_S8,Chuck Wicks_S8,judge_rank_vs_percent_rank
8,6,0.71,Melissa Rycroft_S8,Shawn Johnson_S8,judge_rank_vs_percent_rank
8,7,0.69,Melissa Rycroft_S8,Gilles Marini_S8,judge_rank_vs_percent_rank
8,8,0.62,Lil' Kim_S8,Lil' Kim_S8,judge_rank_vs_percent_rank
8,9,0.71,Melissa Rycroft_S8,Gilles Marini_S8,judge_rank_vs_percent_rank
8,10,0.34,Gilles Marini_S8,Gilles Marini_S8,judge_rank_vs_percent_rank
8,11,0.28,Shawn Johnson_S8,Shawn Johnson_S8,judge_rank_vs_percent_rank
9,1,0.97,Natalie Coughlin_S9,Mya_S9,judge_rank_vs_percent_rank
9,2,0.89,Debi Mazar_S9,Aaron Carter_S9,judge_rank_vs_percent_rank
9,3,0.91,Donny Osmond_S9,Joanna Krupa_S9,judge_rank_vs_percent_rank
9,4,0.87,Joanna Krupa_S9,Donny Osmond_S9,judge_rank_vs_percent_rank
9,5,0.83,Mya_S9,Melissa Joan Hart_S9,judge_rank_vs_percent_rank
9,6,0.84,Joanna Krupa_S9,Joanna Krupa_S9,judge_rank_vs_percent_rank
9,7,0.78,Donny Osmond_S9,Kelly Osbourne_S9,judge_rank_vs_percent_rank
9,8,0.62,Mya_S9,Kelly Osbourne_S9,judge_rank_vs_percent_rank
9,9,0.48,Joanna Krupa_S9,Kelly Osbourne_S9,judge_rank_vs_percent_rank
9,10,0.23,Donny Osmond_S9,Mya_S9,judge_rank_vs_percent_rank
10,1,0.91,Erin Andrews_S10,Jake Pavelka_S10,judge_rank_vs_percent_rank
10,2,0.9,Pamela Anderson_S10,Nicole Scherzinger_S10,judge_rank_vs_percent_rank
10,3,0.78,Evan Lysacek_S10,Nicole Scherzinger_S10,judge_rank_vs_percent_rank
10,4,0.73,Nicole Scherzinger_S10,Chad Ochocinco_S10,judge_rank_vs_percent_rank
10,5,0.79,Pamela Anderson_S10,Evan Lysacek_S10,judge_rank_vs_percent_rank
10,6,0.71,Chad Ochocinco_S10,Niecy Nash_S10,judge_rank_vs_percent_rank
10,7,0.76,Nicole Scherzinger_S10,Evan Lysacek_S10,judge_rank_vs_percent_rank
10,8,0.72,Chad Ochocinco_S10,Evan Lysacek_S10,judge_rank_vs_percent_rank
10,9,0.45,Nicole Scherzinger_S10,Nicole Scherzinger_S10,judge_rank_vs_percent_rank
10,10,0.18,Nicole Scherzinger_S10,Nicole Scherzinger_S10,judge_rank_vs_percent_rank
11,1,0.83,Jennifer Grey_S11,Brandy_S11,judge_rank_vs_percent_rank
11,2,0.89,Audrina Patridge_S11,Rick Fox_S11,judge_rank_vs_percent_rank
11,3,0.86,The Situation_S11,Rick Fox_S11,judge_rank_vs_percent_rank
11,4,0.81,Audrina Patridge_S11,Jennifer Grey_S11,judge_rank_vs_percent_rank
11,5,0.73,Kurt Warner_S11,Jennifer Grey_S11,judge_rank_vs_percent_rank
11,6,0.82,Kyle Massey_S11,Brandy_S11,judge_rank_vs_percent_rank
11,7,0.82,Brandy_S11,Brandy_S11,judge_rank_vs_percent_rank
11,8,0.68,Bristol Palin_S11,Jennifer Grey_S11,judge_rank_vs_percent_rank
11,9,0.47,Jennifer Grey_S11,Kyle Massey_S11,judge_rank_vs_percent_rank
11,10,0.28,Jennifer Grey_S11,Kyle Massey_S11,judge_rank_vs_percent_rank
12,1,0.82,Ralph Macchio_S12,Kirstie Alley_S12,judge_rank_vs_percent_rank
12,2,0.88,Kirstie Alley_S12,Ralph Macchio_S12,judge_rank_vs_percent_rank
12,3,0.79,Kendra Wilkinson_S12,Hines Ward_S12,judge_rank_vs_percent_rank
12,4,0.84,Chelsea Kane_S12,Chris Jericho_S12,judge_rank_vs_percent_rank
12,5,0.81,Hines Ward_S12,Romeo_S12,judge_rank_vs_percent_rank
12,6,0.75,Hines Ward_S12,Romeo_S12,judge_rank_vs_percent_rank
12,7,0.75,Ralph Macchio_S12,Ralph Macchio_S12,judge_rank_vs_percent_rank
12,8,0.57,Kirstie Alley_S12,Chelsea Kane_S12,judge_rank_vs_percent_rank
12,9,0.47,Hines Ward_S12,Ralph Macchio_S12,judge_rank_vs_percent_rank
12,10,0.56,Hines Ward_S12,Hines Ward_S12,judge_rank_vs_percent_rank
13,1,0.89,Hope Solo_S13,Kristin Cavallari_S13,judge_rank_vs_percent_rank
13,2,0.86,Kristin Cavallari_S13,J.R. Martinez_S13,judge_rank_vs_percent_rank
13,3,0.9,Chynna Phillips_S13,J.R. Martinez_S13,judge_rank_vs_percent_rank
13,4,0.85,J.R. Martinez_S13,Ricki Lake_S13,judge_rank_vs_percent_rank
13,5,0.8,J.R. Martinez_S13,J.R. Martinez_S13,judge_rank_vs_percent_rank
13,6,0.63,J.R. Martinez_S13,J.R. Martinez_S13,judge_rank_vs_percent_rank
13,7,0.7,Rob Kardashian_S13,Ricki Lake_S13,judge_rank_vs_percent_rank
13,8,0.58,J.R. Martinez_S13,J.R. Martinez_S13,judge_rank_vs_percent_rank
13,9,0.36,Ricki Lake_S13,Rob Kardashian_S13,judge_rank_vs_percent_rank
13,10,0.83,Rob Kardashian_S13,J.R. Martinez_S13,judge_rank_vs_percent_rank
14,1,0.91,Jaleel White_S14,Gavin DeGraw_S14,judge_rank_vs_percent_rank
14,2,0.93,William Levy_S14,Roshon Fegan_S14,judge_rank_vs_percent_rank
14,3,0.88,Gavin DeGraw_S14,Katherine Jenkins_S14,judge_rank_vs_percent_rank
14,4,0.79,Roshon Fegan_S14,Katherine Jenkins_S14,judge_rank_vs_percent_rank
14,5,0.76,William Levy_S14,Donald Driver_S14,judge_rank_vs_percent_rank
14,6,0.75,Katherine Jenkins_S14,Donald Driver_S14,judge_rank_vs_percent_rank
14,7,0.8,Maria Menounos_S14,Roshon Fegan_S14,judge_rank_vs_percent_rank
14,8,0.7,Roshon Fegan_S14,William Levy_S14,judge_rank_vs_percent_rank
14,9,0.81,Maria Menounos_S14,William Levy_S14,judge_rank_vs_percent_rank
14,10,0.81,Katherine Jenkins_S14,Donald Driver_S14,judge_rank_vs_percent_rank
15,1,0.89,Emmitt Smith_S15,Joey Fatone_S15,judge_rank_vs_percent_rank
15,2,0.9,Melissa Rycroft_S15,Sabrina Bryan_S15,judge_rank_vs_percent_rank
15,3,0.88,Sabrina Bryan_S15,Kelly Monaco_S15,judge_rank_vs_percent_rank
15,4,0.78,Shawn Johnson_S15,Shawn Johnson_S15,judge_rank_vs_percent_rank
15,5,0.8,Gilles Marini_S15,Emmitt Smith_S15,judge_rank_vs_percent_rank
15,6,0.81,Apolo Anton Ohno_S15,Kirstie Alley_S15,judge_rank_vs_percent_rank
15,7,0.81,Emmitt Smith_S15,Emmitt Smith_S15,judge_rank_vs_percent_rank
15,8,0.75,Apolo Anton Ohno_S15,Melissa Rycroft_S15,judge_rank_vs_percent_rank
15,9,0.54,Shawn Johnson_S15,Shawn Johnson_S15,judge_rank_vs_percent_rank
15,10,0.22,Kelly Monaco_S15,Melissa Rycroft_S15,judge_rank_vs_percent_rank
16,1,0.89,Zendaya_S16,Alexandra Raisman_S16,judge_rank_vs_percent_rank
16,2,0.86,Kellie Pickler_S16,Ingo Rademacher_S16,judge_rank_vs_percent_rank
16,3,0.87,Alexandra Raisman_S16,Victor Ortiz_S16,judge_rank_vs_percent_rank
16,4,0.87,Kellie Pickler_S16,Ingo Rademacher_S16,judge_rank_vs_percent_rank
16,5,0.86,Zendaya_S16,Jacoby Jones_S16,judge_rank_vs_percent_rank
16,6,0.7,Sean Lowe_S16,Sean Lowe_S16,judge_rank_vs_percent_rank
16,7,0.74,Zendaya_S16,Jacoby Jones_S16,judge_rank_vs_percent_rank
16,8,0.7,Alexandra Raisman_S16,Zendaya_S16,judge_rank_vs_percent_rank
16,9,0.64,Alexandra Raisman_S16,Alexandra Raisman_S16,judge_rank_vs_percent_rank
16,10,0.55,Zendaya_S16,Kellie Pickler_S16,judge_rank_vs_percent_rank
17,1,0.88,Amber Riley_S17,Amber Riley_S17,judge_rank_vs_percent_rank
17,2,0.85,Jack Osbourne_S17,Christina Milian_S17,judge_rank_vs_percent_rank
17,3,0.92,Elizabeth Berkley Lauren_S17,Brant Daugherty_S17,judge_rank_vs_percent_rank
17,4,0.84,Christina Milian_S17,Corbin Bleu_S17,judge_rank_vs_percent_rank
17,5,0.88,Brant Daugherty_S17,Amber Riley_S17,judge_rank_vs_percent_rank
17,6,0.8,Elizabeth Berkley Lauren_S17,Amber Riley_S17,judge_rank_vs_percent_rank
17,7,0.78,Corbin Bleu_S17,Corbin Bleu_S17,judge_rank_vs_percent_rank
17,8,0.71,Elizabeth Berkley Lauren_S17,Leah Remini_S17,judge_rank_vs_percent_rank
17,9,0.76,Corbin Bleu_S17,Corbin Bleu_S17,judge_rank_vs_percent_rank
17,10,0.58,Amber Riley_S17,Corbin Bleu_S17,judge_rank_vs_percent_rank
17,11,0.44,Bill Engvall_S17,Corbin Bleu_S17,judge_rank_vs_percent_rank
18,1,0.86,Meryl Davis_S18,Charlie White_S18,judge_rank_vs_percent_rank
18,2,0.92,Danica McKellar_S18,Meryl Davis_S18,judge_rank_vs_percent_rank
18,3,0.87,NeNe Leakes_S18,Meryl Davis_S18,judge_rank_vs_percent_rank
18,4,0.84,Meryl Davis_S18,Amy Purdy_S18,judge_rank_vs_percent_rank
18,5,0.79,Danica McKellar_S18,Danica McKellar_S18,judge_rank_vs_percent_rank
18,6,0.75,Charlie White_S18,Amy Purdy_S18,judge_rank_vs_percent_rank
18,7,0.77,Amy Purdy_S18,Amy Purdy_S18,judge_rank_vs_percent_rank
18,8,0.69,Charlie White_S18,Meryl Davis_S18,judge_rank_vs_percent_rank
18,9,0.63,Meryl Davis_S18,Meryl Davis_S18,judge_rank_vs_percent_rank
18,10,0.38,Meryl Davis_S18,Meryl Davis_S18,judge_rank_vs_percent_rank
19,1,0.85,Bethany Mota_S19,Bethany Mota_S19,judge_rank_vs_percent_rank
19,2,0.88,Betsey Johnson_S19,Jonathan Bennett_S19,judge_rank_vs_percent_rank
19,3,0.89,Tommy Chong_S19,Bethany Mota_S19,judge_rank_vs_percent_rank
19,4,0.78,Sadie Robertson_S19,Lea Thompson_S19,judge_rank_vs_percent_rank
19,5,0.84,Sadie Robertson_S19,Bethany Mota_S19,judge_rank_vs_percent_rank
19,6,0.84,Jonathan Bennett_S19,Bethany Mota_S19,judge_rank_vs_percent_rank
19,7,0.74,Bethany Mota_S19,Alfonso Ribeiro_S19,judge_rank_vs_percent_rank
19,8,0.8,Tommy Chong_S19,Bethany Mota_S19,judge_rank_vs_percent_rank
19,9,0.78,Janel Parrish_S19,Alfonso Ribeiro_S19,judge_rank_vs_percent_rank
19,10,0.63,Janel Parrish_S19,Janel Parrish_S19,judge_rank_vs_percent_rank
19,11,0.48,Alfonso Ribeiro_S19,Alfonso Ribeiro_S19,judge_rank_vs_percent_rank
20,1,0.9,Rumer Willis_S20,Redfoo_S20,judge_rank_vs_percent_rank
20,2,0.88,Nastia Liukin_S20,Patti LaBelle_S20,judge_rank_vs_percent_rank
20,3,0.84,Willow Shields_S20,Nastia Liukin_S20,judge_rank_vs_percent_rank
20,4,0.84,Rumer Willis_S20,Willow Shields_S20,judge_rank_vs_percent_rank
20,5,0.76,Riker Lynch_S20,Nastia Liukin_S20,judge_rank_vs_percent_rank
20,6,0.77,Willow Shields_S20,Nastia Liukin_S20,judge_rank_vs_percent_rank
20,7,0.69,Nastia Liukin_S20,Rumer Willis_S20,judge_rank_vs_percent_rank
20,8,0.71,Rumer Willis_S20,Rumer Willis_S20,judge_rank_vs_percent_rank
20,9,0.63,Riker Lynch_S20,Riker Lynch_S20,judge_rank_vs_percent_rank
20,10,0.49,Rumer Willis_S20,Rumer Willis_S20,judge_rank_vs_percent_rank
21,1,0.88,Alek Skarlatos_S21,Hayes Grier_S21,judge_rank_vs_percent_rank
21,2,0.9,Nick Carter_S21,Alexa PenaVega_S21,judge_rank_vs_percent_rank
21,3,0.9,Alexa PenaVega_S21,Alexa PenaVega_S21,judge_rank_vs_percent_rank
21,4,0.81,Alek Skarlatos_S21,Hayes Grier_S21,judge_rank_vs_percent_rank
